name,ingredients_name,category
Goan Style Tonak Alsanyache Recipe (Black eyed beans cooked in Tonak Masala Recipe),"Black Eyed Beans (Lobia), Potatoes (Aloo), Tamarind Water, Turmeric powder (Haldi), Salt, Onion, Fresh coconut, Green Chilli, Garlic, Coriander (Dhania) Seeds, Cardamom (Elaichi) Pods/Seeds, Cinnamon Stick (Dalchini), Dry Red Chillies, Whole Black Peppercorns, Cloves (Laung), Cumin seeds (Jeera)",Indian
Thouthe Kodel Recipe (Mangalore Southekayi Curry),"Mangalorean cucumber, Tamarind Water, Arhar dal (Split Toor Dal), Turmeric powder (Haldi), Salt, Oil, Coriander (Dhania) Seeds, Cumin seeds (Jeera), Methi Seeds (Fenugreek Seeds), White Urad Dal (Split), Whole Black Peppercorns, Fresh coconut, Dry Red Chillies, Garlic, Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Dry Red Chillies, Garlic, Curry leaves",Indian
Karwar Style Kelya Sasav Recipe-Ripened Banana Relish ,"Ripe Bananas, Fresh coconut, Dry Red Chillies, Jaggery, Salt",Other
Beetroot and Carrot Veg balls with sautéed leek Recipe ,"Leek, Black sesame seeds, Butter (Salted), Carrots (Gajjar), Beetroot, Paneer (Homemade Cottage Cheese), Ginger, Onion, Dried oregano, Tarragon, Rosemary, Red Chilli flakes, Honey, Gram flour (besan), Salt, Oil",Other
Chettinad Style Pepper Mushroom Recipe,"Button mushrooms, Tomato, Green Chilli, Bay leaf (tej patta), Fennel seeds (Saunf), Curry leaves, Coriander (Dhania) Leaves, Oil, Salt, Fresh coconut, Coriander (Dhania) Seeds, Whole Black Peppercorns, Cumin seeds (Jeera), Poppy seeds, Fennel seeds (Saunf), Cinnamon Stick (Dalchini), Cardamom (Elaichi) Pods/Seeds, Cloves (Laung), Star anise, Mace (Javitri), Nutmeg powder, Dry Red Chilli, White Urad Dal (Split), Shallots, Garlic, Ginger, Curry leaves, Turmeric powder (Haldi)",Other
Restaurant Style Phool Gobhi Masala Recipe,"Cauliflower (gobi), Turmeric powder (Haldi), Mustard oil, Cumin seeds (Jeera), Bay leaf (tej patta), Ginger Garlic Paste, Water, Onion, Water, Garam masala powder, Kashmiri Red Chilli Powder, Homemade tomato puree, Fresh cream, Ghee, Green Chilli, Cashew nuts, Salt",Indian
"Greek Style Broken Wheat Salad with Chickpeas, Fresh Mint & Feta - A Mediterranean Powerhouse","Broken Wheat (Dalia/ Godumai Rava), Kabuli Chana (White Chickpeas), Garlic, Onions, Carrot (Gajjar), Red Bell pepper (Capsicum), Broccoli, Cinnamon Powder (Dalchini), Lemon juice, Caster Sugar, Feta Cheese, Mint Leaves (Pudina), Extra Virgin Olive Oil, Salt and Pepper",Other
Spiced Ghee Rice Recipe | Neychoru,"Basmati rice, Onion, Green Chilli, Ginger Garlic Paste, Ghee, Fennel seeds (Saunf), Bay leaf (tej patta), Star anise, Cloves (Laung), Cardamom (Elaichi) Pods/Seeds, Salt, Cashew nuts, Sultana Raisins, Apricots, Water",Other
Konkani Style Southe Koddel Recipe-Mangalore Cucumber in Coconut curry,"Mangalorean cucumber, Tamarind Water, Jaggery, Turmeric powder (Haldi), Salt, Oil, Methi Seeds (Fenugreek Seeds), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Fresh coconut, Cumin seeds (Jeera), Dry Red Chillies, Curry leaves, Garlic, Oil, Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Curry leaves",Indian
Konkan Style Vali Bhajji Ambat Recipe-Spiced Malabar Spinach Dal,"Spinach Leaves (Palak), Arhar dal (Split Toor Dal), Onion, Tomato, Tamarind, Turmeric powder (Haldi), Jaggery, Salt, Fresh coconut, Coriander (Dhania) Seeds, Dry Red Chillies, Mustard seeds (Rai/ Kadugu), Garlic, Oil",Indian
Thai Pineapple Vegetarian Fried Rice Recipe (No Onion No Garlic),"Cooked rice, Pineapple, Green beans (French Beans), Carrot (Gajjar), Green Bell Pepper (Capsicum), Green peas (Matar), Tomatoes, Butter (Salted), Green Chilli, Sugar, Soya sauce, Garam masala powder, Black pepper powder, Salt, Dry Fruits",Other
Muttaikose Poriyal Recipe - Cabbage Stir fry With Coconut,"Cabbage (Patta Gobi/ Muttaikose), Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Curry leaves, Green Chilli, Fresh coconut, Salt",Asian
Sweet And Spicy Thai Style Paneer Recipe,"Paneer (Homemade Cottage Cheese), Thai Red Curry Paste, Sriracha sauce, Lemon, Garlic, Green Chillies, Salt and Pepper, Oil, Sesame seeds (Til seeds), Roasted Peanuts (Moongphali), Onion, Lemon wedges, Spring Onion Greens, Coriander (Dhania) Leaves",Other
Tagliatelle Pasta Recipe With Fresh Tomato Basil Sauce,"Tagliatelle pasta, Basil leaves, Extra Virgin Olive Oil, Salt, Parmesan cheese, Tomato, Garlic, Onion, Sugar, Whole Black Pepper Corns, Red Chilli flakes, Basil leaves, Salt, Red Chilli powder, Garam masala powder, Amchur (Dry Mango Powder), Onion, Sugar, Methi Seeds (Fenugreek Seeds), Dry Red Chilli, Garlic, Ginger",Italian
Karwar Style Dali Thoy Recipe - Toor dal Curry,"Arhar dal (Split Toor Dal), Turmeric powder (Haldi), Salt, Ghee, Dry Red Chillies, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Curry leaves, Coriander (Dhania) Leaves",Indian
Lagan Ki Machli Recipe - Delicious Pomfret Curry ,"Pomfret fish, Ginger, Garlic, Salt, Lemon juice, Red Chilli powder, Turmeric powder (Haldi), Oil, Cumin seeds (Jeera), Star anise, Cinnamon Stick (Dalchini), Dry Red Chillies, Onions, Red Chilli powder, Garam masala powder, Coriander Powder (Dhania), Cumin powder (Jeera), Salt, Homemade tomato puree, Curd (Dahi / Yogurt), Coriander (Dhania) Leaves",Indian
Broccoli Paratha Recipe,"Broccoli, Onion, Coriander Powder (Dhania), Salt, Red Chilli powder, Garam masala powder, Cumin powder (Jeera), Oil, Whole Wheat Flour, Salt, Water, Oil",Other
Mangalorean Style Ambe Upkari Recipe - Ripe Mango Curry,"Mango (Ripe), Jaggery, Green Chillies, Ghee, Dry Red Chillies, White Urad Dal (Split), Mustard seeds (Rai/ Kadugu), Asafoetida (hing)",Indian
Chinese Style Green Beans Recipe,"Green beans (French Beans), Sesame (Gingelly) Oil, Garlic, Ginger, Soy sauce, White Wine Vinegar, Red Chilli sauce, Dry Red Chilli, Corn flour, Vegetable stock, Sesame seeds (Til seeds)",Other
Vankaya Gasagasala Kura | Andhra Style Eggplant Poppy Seeds Curry Recipe,"Methi Seeds (Fenugreek Seeds), Poppy seeds, Brinjal (Baingan / Eggplant), Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Garlic, Red Chilli powder, Coriander Powder (Dhania), Turmeric powder (Haldi), Methi Seeds (Fenugreek Seeds), Tamarind, Jaggery, Salt",Indian
Beetroot Garlic Lemon Rasam Recipe,"Beetroot, Water, Salt, Black pepper powder, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Dry Red Chillies, Garlic, Coriander (Dhania) Leaves, Curry leaves, Coriander (Dhania) Leaves, Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Dry Red Chilli, Asafoetida (hing), Salt, Garlic, Coriander (Dhania) Leaves",Other
Spicy Bean Rice With Marinara Sauce & Jalapenos Recipe ,"Cooked rice, Rajma (Large Kidney Beans), Pickled Jalapenos, Veeba Marinara Sauce, Basil leaves, Salt",Other
Chettinad Style Kara Kuzhambu Recipe with Potato and Brinjal,"Methi Seeds (Fenugreek Seeds), Coriander (Dhania) Seeds, Fennel seeds (Saunf), Dry Red Chillies, Fresh coconut, Pearl onions (Sambar Onions), Garlic, Tomatoes, Potatoes (Aloo), Brinjal (Baingan / Eggplant), Jaggery, Tamarind Water, Sambar Powder, Gingelly oil, Mustard seeds (Rai/ Kadugu), Curry leaves",Other
"Black Rice, Barley & Flax Seeds Congee Recipe","Black Rice, Barley (seeds), Flax seeds, Congee powder, Spinach Leaves (Palak), Rasam Powder, Garlic, Extra Virgin Olive Oil, Water",Other
Grilled Tangy Lime Salmon Steak Recipe,"Salmon fillet, Onion, Lemon zest, Whole Black Peppercorns, Garlic powder, Extra Virgin Olive Oil, Paprika powder, Salt, Lemon juice, Dijon Mustard, Lemon juice, Sambal oelek",Other
Oriya Special Dalma Recipe - Lentils Cooked With Vegetables & Raw Papaya,"Arhar dal (Split Toor Dal), Potatoes (Aloo), Carrot (Gajjar), Kaddu (Parangikai/ Pumpkin), Brinjal (Baingan / Eggplant), Papaya, Onion, Tomato, Ginger, Bay leaf (tej patta), Ghee, Garlic, Green Chillies, Dry Red Chilli, Panch Phoran Masala, Garam masala powder, Turmeric powder (Haldi), Cumin powder (Jeera), Red Chilli powder, Salt, Fresh coconut, Coriander (Dhania) Leaves",Indian
Spicy Asparagus Stir Fry (Indo-Chinese Fusion Recipe),"Onions, Asparagus, Spring Onion (Bulb & Greens), Extra Virgin Olive Oil, Garlic, Onion, Soy sauce, Red Chilli sauce, Chilli vinegar, Salt",Asian
Mooga Gathi (Sprouted Moong In Coconut Paste) Recipe,"Green Moong Sprouts, Fresh coconut, Whole Black Peppercorns, Dry Red Chillies, Coriander (Dhania) Seeds, Turmeric powder (Haldi), Tamarind, Mustard seeds (Rai/ Kadugu), Curry leaves, Asafoetida (hing), Jaggery, Oil",Other
Spinach Mushroom Chickpea Curry Recipe ,"Button mushrooms, Spinach Leaves (Palak), Kabuli Chana (White Chickpeas), Oil, Onions, Homemade tomato puree, Ginger, Garlic, Fresh Red chillies, Turmeric powder (Haldi), Cumin powder (Jeera), Garam masala powder, Salt, Coconut milk, Coriander (Dhania) Leaves, Mint Leaves (Pudina)",Indian
Finger Millet Crepe Recipe with Fruits,"Ragi Flour (Finger Millet/ Nagli), Whole Wheat Flour, Whole Eggs, Milk, Oil, Salt, Sugar, Strawberries, Cinnamon Powder (Dalchini), Lemon juice",Other
Konkani Style Mooga Ghushi Recipe-Sprouted Whole Green Gram In Tangy Coconut Gravy,"Green Moong Dal (Whole), Fresh coconut, Dry Red Chilli, Tamarind Paste, Coconut Oil, Mustard seeds (Rai/ Kadugu), Curry leaves, Salt",Other
Doli Ki Roti (Recipe In Hindi),"Big cardamom, Fennel, Gram dal, Khus khus, Sugar, Water, Wheat flour, Sugar, Wheat flour, Salt, Water, Oil, Gram dal, Salt, Red chilli powder, Coriander powder, Garam masala powder, Turmeric powder, Ginger, Onion, Water, Water",Other
Mangalorean Chicken Ghee Roast Recipe,"Chicken breasts, Curd (Dahi / Yogurt), Turmeric powder (Haldi), Lemon juice, Curry leaves, Jaggery, Ghee, Salt, Dry Red Chillies, Whole Black Peppercorns, Cloves (Laung), Methi Seeds (Fenugreek Seeds), Coriander (Dhania) Seeds, Cumin seeds (Jeera), Garlic, Tamarind Paste",Other
Carrot And Coriander Soup Recipe,"Carrot (Gajjar), Onion, Coriander (Dhania) Leaves, Green Chilli, Garlic, Cloves (Laung), Lemon, Salt, Black pepper powder, Coriander (Dhania) Leaves, Ghee",Other
Goan Style Mushroom Shagoti Recipe ,"Button mushrooms, Whole Black Peppercorns, Cloves (Laung), Ajwain (Carom seeds), Fennel seeds (Saunf), Cumin seeds (Jeera), Coriander (Dhania) Seeds, Cinnamon Stick (Dalchini), Dry Red Chilli, Poppy seeds, Fresh coconut, Oil, Onions, Garlic, Salt, Tamarind Paste",Other
Lemon Rosemary Sauce Baked Penne Pasta Recipe,"Durum Wheat Penne Pasta, Butter (Salted), Garlic, Lemon juice, Lemon, Rosemary, Black pepper powder, Mozzarella cheese",Italian
Mulakushyam Recipe - A Mixed Vegetable Lentil Curry,"Yellow Moong Dal (Split), Chayote, Potato (Aloo), Carrot (Gajjar), Green peas (Matar), Green Chillies, Turmeric powder (Haldi), Salt, Curry leaves, Black pepper powder, Coconut Oil",Indian
Crispy Crab Rangoons Recipe,"Wonton wraps, Oil, Crab meat, Ginger, Onion, Carrot (Gajjar), Britannia Cream Cheese, Sugar, Soy sauce",Other
Chettinad Pakora Curry Recipe,"Chana dal (Bengal Gram Dal), Dry Red Chillies, Fennel seeds (Saunf), Salt, Oil, Onion, Tomato, Green Chillies, Garlic, Coriander Powder (Dhania), Red Chilli powder, Cinnamon Stick (Dalchini), Bay leaf (tej patta), Cardamom (Elaichi) Pods/Seeds, Fennel seeds (Saunf), Curry leaves, Coriander (Dhania) Leaves, Oil, Salt, Fresh coconut, Poppy seeds, Fennel seeds (Saunf), Cashew nuts, Roasted Gram Dal (Pottukadalai)",Indian
Oriya Style Ghanta Tarkari Recipe (Mixed Vegetables Curry),"Kaddu (Parangikai/ Pumpkin), Potatoes (Aloo), Long String Bean (chavli), Ripe Bananas, Mooli/ Mullangi (Radish), Sweet Potatoes, Colocasia root (Arbi), Elephant yam (Suran/Senai/Ratalu), Brinjal (Baingan / Eggplant), Vellai Poosanikai (Ash gourd/White Pumpkin), Lima Beans, Tomato, Cucumber, Pointed gourd (Parval), Spine Gourd (Kankoda), Ridge Gourd (Turai/ Peerkangai), Fresh coconut, Fresh coconut, Ginger, Bay leaf (tej patta), Kala Chana (Brown Chickpeas), Green Moong Sprouts, Turmeric powder (Haldi), Salt, Jaggery, Dry Red Chillies, Cumin seeds (Jeera), Cumin powder (Jeera), Red Chilli powder, Ghee",Indian
Spicy Moroccan Eggs Recipe,"Extra Virgin Olive Oil, Onion, Garlic, Harissa paste, Coriander Powder (Dhania), Vegetable stock, Kala Chana (Brown Chickpeas), Tomatoes, Yellow Bell Pepper (Capsicum), Spinach Leaves (Palak), Coriander (Dhania) Leaves, Whole Eggs, Salt and Pepper",Other
Rosemary Chicken Rice Recipe With Spicy Tomato Garlic Sauce ,"Rice, Extra Virgin Olive Oil, Garlic, Onion, Rosemary, Salt, Chicken breasts, Carrot (Gajjar), Extra Virgin Olive Oil, Garlic, Basil leaves, Homemade tomato puree, Salt, Sugar, Tabasco Original - Hot Sauce, Paprika powder, Fresh cream",Other
Hyderabadi Shahi Mixed Vegetable Curry Recipe,"Baby Potatoes, Green peas (Matar), Carrots (Gajjar), Green beans (French Beans), Red Bell pepper (Capsicum), Yellow Bell Pepper (Capsicum), Sultana Raisins, Tomato, Onion, Garlic, Ginger, Red Chilli powder, Turmeric powder (Haldi), Garam masala powder, Coriander Powder (Dhania), Cumin powder (Jeera), Bay leaves (tej patta), Cashew nuts, Fresh cream, Coriander (Dhania) Leaves, Salt, Oil",Indian
Gobi and Soya Keema Recipe,"Cauliflower (gobi), Soy Chunks (Nuggets), Baby Potatoes, Green peas (Matar), Onion, Green Chilli, Ginger, Garlic, Salt, Ghee, Red Chilli Powder, Garam Masala Powder, Turmeric Powder (Haldi), Coriander Powder ( Dhania), Bay leaf (tej patta), Coriander (Dhania) Leaves, Lemon juice",Other
Plain Dalia Recipe- How To Cook Broken Wheat In Pressure Cooker,"Broken Wheat (Dalia/ Godumai Rava), Water",Indian
Akoori with Green Peas Recipe (Parsi Style Scrambled Eggs with Green Peas) ,"Whole Eggs, Green peas (Matar), Onions, Tomatoes, Green Chillies, Ginger Garlic Paste, Turmeric powder (Haldi), Curry powder, Red Chilli powder, Coriander (Dhania) Leaves, Oil, Lemon juice, Ginger, Salt",Other
Karwar Style Dali Ambat Ani Maska Sang Recipe-Toor Dal & Drumsticks Pod Curry,"Arhar dal (Split Toor Dal), Coriander (Dhania) Seeds, Dry Red Chilli, Fresh coconut, Drumstick, Jaggery, Kokum (Malabar Tamarind), Salt",Indian
Soya Chunks Masala in Coconut Milk Recipe,"Soy Chunks (Nuggets), Tomatoes, Onion, Green Chillies, Garlic, Cumin seeds (Jeera), Curry leaves, Turmeric powder (Haldi), Red Chilli powder, Coriander Powder (Dhania), Curry powder, Coconut milk, Oil, Salt",Indian
Soft and Crispy Cheese Stuffed Puff Sticks Recipe,"Cheddar cheese, Mozzarella cheese, Extra Virgin Olive Oil, Basil leaves, Puff Pastry Sheet, All Purpose Flour (Maida)",Other
Chettinad Kathirikai Chops Recipe - Brinjal Curry for Biryani,"Small Brinjal (Baingan / Eggplant), Turmeric powder (Haldi), Garam masala powder, Red Chilli powder, Jaggery, Tamarind Paste, Tomatoes, Salt, Black sesame seeds, Raw Peanuts (Moongphali), Cumin seeds (Jeera), Ginger, Garlic, Onions, Green Chillies, Gingelly oil, Mustard seeds (Rai/ Kadugu), Asafoetida (hing), Curry leaves",Indian
Creamy Spinach Basil Pasta Recipe,"Spinach Leaves (Palak), Basil leaves, Onion, Garlic, Pasta  Fusilli, Extra Virgin Olive Oil, Red Chilli flakes, Fresh cream, Cheddar cheese, Salt",Italian
Bengaluru Style Brinjal Gravy Recipe - For Biryani,"Brinjal (Baingan / Eggplant), Tomatoes, Onions, Ginger Garlic Paste, Tamarind, Mustard seeds (Rai/ Kadugu), Whole Black Peppercorns, Jaggery, Turmeric powder (Haldi), Red Chilli powder, Oil, Salt, Coriander (Dhania) Leaves",Indian
Coriander Tamarind Millet Rice Recipe,"Foxtail Millet, Green Chillies, Dry Red Chilli, Curry leaves, Garlic, Coriander (Dhania) Leaves, Cumin powder (Jeera), Mustard seeds (Rai/ Kadugu), White Urad Dal (Split), Chana dal (Bengal Gram Dal), Raw Peanuts (Moongphali), Asafoetida (hing), Turmeric powder (Haldi), Tamarind, Oil, Salt",Other
Suran Kebab Masala Recipe - Yam In Tomato Onion Gravy,"Elephant yam (Suran/Senai/Ratalu), Kebab Masala, Onions, Homemade tomato puree, Garlic, Ginger, Green Chilli, Red Chilli powder, Turmeric powder (Haldi), Coriander Powder (Dhania), Cumin powder (Jeera), Garam masala powder, Curd (Dahi / Yogurt), Oil, Salt",Indian
Healthy Multigrain Dinner Rolls Recipe,"Whole Wheat Flour, Oats Flour, All Purpose Flour (Maida), Salt, Active dry yeast, Milk, Lukewarm Water, Honey, Extra Virgin Olive Oil, Whole Eggs, Sesame seeds (Til seeds)",Other
Mangalore Style Nurge Gashie Recipe-Spicy Drumstick Curry,"Drumstick, Jaggery, Onion, Salt, Fresh Red chillies, Coriander (Dhania) Seeds, Methi Seeds (Fenugreek Seeds), Black Urad Dal (Split), Whole Black Peppercorns, Cumin seeds (Jeera), Tamarind Paste, Garlic, Turmeric powder (Haldi), Fresh coconut, Sesame (Gingelly) Oil, Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Black Urad Dal (Split), Curry leaves, Coriander (Dhania) Leaves",Indian
Doi Bhetki Recipe - Bengali Style Yogurt Fish Curry,"Bhetki fish, Curd (Dahi / Yogurt), Onions, Green Chillies, Garlic, Ginger, Turmeric powder (Haldi), Cumin powder (Jeera), Coriander Powder (Dhania), Red Chilli powder, Garam masala powder, Black pepper powder, Bay leaf (tej patta), Cloves (Laung), Cardamom (Elaichi) Pods/Seeds, Mustard oil, Salt",Indian
Sri Lankan Dal Recipe,"Arhar dal (Split Toor Dal), Mustard seeds (Rai/ Kadugu), Curry leaves, Cinnamon Stick (Dalchini), Onion, Methi Seeds (Fenugreek Seeds), Whole Black Peppercorns, Red Chilli flakes, Turmeric powder (Haldi), Coconut milk, Salt",Indian
Hyderabadi Khatti Dal Recipe (Hyderabadi Tangy Lentil Curry),"Arhar dal (Split Toor Dal), Tomato, Turmeric powder (Haldi), Red Chilli powder, Garlic, Ginger, Green Chillies, Tamarind Water, Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Dry Red Chillies, Curry leaves, Garlic, Coriander (Dhania) Leaves",Indian
Uttarakhand Style Black Gram Chainsoo Recipe,"Arhar dal (Split Toor Dal), Coriander Powder (Dhania), Cumin powder (Jeera), Red Chilli powder, Turmeric powder (Haldi), Whole Black Peppercorns, Oil, Water, Dry Red Chilli, Salt",Other
Chilli Coriander Fried Rice Recipe,"Basmati rice, Garlic, Thai Red chilli (Birds Eye Chilli), Green Chilli, Black pepper powder, Soy sauce, Carrots (Gajjar), Cabbage (Patta Gobi/ Muttaikose), Spring Onion (Bulb & Greens), Coriander (Dhania) Leaves, Oil, Salt",Other
Saag Tofu Recipe (Tofu Simmered in Spiced Mustard & Spinach Leaves),"Tofu, Spinach Leaves (Palak), Mustard greens, Ginger, Green Chillies, Homemade tomato puree, Garlic, Cumin seeds (Jeera), Asafoetida (hing), Turmeric powder (Haldi), Garam masala powder, Salt, Makki Ka Atta (Yellow Corn Meal Flour), Dry Red Chillies, Oil, Ghee, Water",Other
Creamy Roasted Pumpkin Risotto Recipe,"Kaddu (Parangikai/ Pumpkin), Arborio rice, Onion, Garlic, Vegetable stock, Dry white wine, Extra Virgin Olive Oil, Salt and Pepper, Sour cream, Parsley leaves",Other
Goan Kaju Curry Recipe (Spicy Goan Cashew Nut Curry),"Cashew nuts, Tomato, Green Bell Pepper (Capsicum), Turmeric powder (Haldi), Oil, Coriander (Dhania) Leaves, Salt, Fresh coconut, Onion, Garlic, Coriander (Dhania) Seeds, Byadagi Dried Chillies, Whole Black Peppercorns, Cumin seeds (Jeera), Cloves (Laung), Tamarind",Indian
Sindhi Karela Bhaji Recipe - Sindhi Style Bitter Gourd Sabzi,"Karela (Bitter Gourd/ Pavakkai), Onions, Tomatoes, Curd (Dahi / Yogurt), Green Chillies, Ginger, Garlic, Cumin seeds (Jeera), Kashmiri Red Chilli Powder, Coriander Powder (Dhania), Cardamom Powder (Elaichi), Turmeric powder (Haldi), Anardana Powder (Pomegranate Seed Powder), Coriander (Dhania) Leaves, Oil, Salt",Other
Paleo Balsamic Mushrooms Recipe,"Button mushrooms, Butter (Salted), Onion, Garlic, Balsamic Vinegar, Salt, Whole Black Peppercorns, Spring Onion Greens",Other
Mushroom Caldine Recipe | Vegetarian Goan Mushroom Curry,"Button mushrooms, Coconut milk, Onion, Green Chillies, Garlic, Ginger, Salt, Oil, Fresh coconut, Tamarind, Cumin seeds (Jeera), Coriander (Dhania) Seeds, Dry Red Chillies, Turmeric powder (Haldi), Water",Indian
Kathal Masaledar Sabzi Recipe - Jackfruit Masala Sabzi,"Raw Jackfruit (Kathal), Potatoes (Aloo), Onions, Asafoetida (hing), Bay leaf (tej patta), Garlic, Ginger, Curd (Dahi / Yogurt), Cinnamon Stick (Dalchini), Black cardamom (Badi Elaichi), Coriander Powder (Dhania), Cumin powder (Jeera), Garam masala powder, Red Chilli powder, Homemade tomato puree, Mustard oil, Salt, Coriander (Dhania) Leaves",Indian
Green Beans Salad Recipe,"Green beans (French Beans), Dessicated Coconut, Oil, Mustard seeds (Rai/ Kadugu), Cumin seeds (Jeera), Asafoetida (hing), Curry leaves, Dry Red Chillies, Salt, Lemon juice, Slivered Almonds (Badam)",Other
